Gene	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	Identity	Fraction	Frameshift events	Best gene	Codons
20777at7147	Single	ptg000267l_1	6744676	6746855	-	1694	407	0.6539	0.6002430133657352	0	20777at7147_3	6746664_6746855_-|6744677_6745969_-
32912at7147	Single	ptg000523l_1	2052863	2055502	-	1308	495	0.3955	0.9887640449438202	0	32912at7147_4	2055402_2055502_-|2054055_2055334_-|2052864_2053483_-
48748at7147	Single	ptg000194l_1	5492698	5497349	+	1071	235	0.7828	0.9568627450980393	0	48748at7147_0	5492699_5492973_+|5493046_5493212_+|5496996_5497193_+|5497258_5497349_+
22609at7147	Single	ptg000193l_1	5642365	5669774	+	2911	380	0.5522	0.9773519163763066	0	22609at7147_8	5642366_5642511_+|5645781_5646150_+|5648958_5649637_+|5649703_5650470_+|5650538_5650646_+|5650711_5650848_+|5658789_5659805_+|5669523_5669774_+
38855at7147	Single	ptg000069l_1	4341449	4343091	+	1237	391	0.5222	1.0	0	38855at7147_6	4341450_4341505_+|4341603_4343091_+
7394at7147	Single	ptg000123l_1	4694953	4735844	+	3136	794	0.5876	0.9441391941391941	0	7394at7147_5	4694954_4695119_+|4727555_4729000_+|4734352_4735844_+
10970at7147	Single	ptg000551l_1	477377	483261	+	2578	573	0.5986	0.9523809523809523	0	10970at7147_6	477378_477527_+|477625_477846_+|477908_478325_+|478442_479816_+|482715_483261_+
39659at7147	Single	ptg000329l_1	1916975	1917900	-	984	250	0.6332	0.8700906344410876	0	39659at7147_8	1917815_1917900_-|1916976_1917753_-
56466at7147	Duplicated	ptg000025l_1	741162	742142	-	1013	225	0.7229	1.0	0	56466at7147_0	742047_742142_-|741163_741975_-
56466at7147	Duplicated	ptg000193l_1	3694707	3695688	+	1013	225	0.7229	1.0	0	56466at7147_0	3694708_3694803_+|3694876_3695688_+
10900at7147	Single	ptg000083l_1	2621209	2661517	-	1536	518	0.3985	0.9827586206896551	0	10900at7147_4	2661197_2661517_-|2647551_2647775_-|2647363_2647485_-|2647016_2647294_-|2646571_2646951_-|2642769_2642872_-|2642530_2642602_-|2641590_2641715_-|2633277_2633320_-|2621422_2622294_-|2621210_2621363_-
48745at7147	Single	ptg000137l_1	12904609	12945327	+	1370	195	0.9205	0.946236559139785	0	48745at7147_4	12904610_12904652_+|12935016_12935225_+|12944482_12944670_+|12944738_12944948_+|12945189_12945327_+
13548at7147	Single	ptg000083l_1	1225247	1227128	+	1987	525	0.5933	0.9287833827893175	0	13548at7147_1	1225248_1227128_+
8777at7147	Duplicated	ptg000063l_1	4108662	4123469	+	3570	674	0.8097	1.0	0	8777at7147_1	4108663_4109580_+|4109659_4110966_+|4123383_4123469_+
8777at7147	Duplicated	ptg000041l_1	17807326	17824636	-	3570	674	0.8097	1.0	0	8777at7147_1	17823719_17824636_-|17822335_17823642_-|17807327_17807413_-
68467at7147	Single	ptg000102l_1	9666535	9671633	-	423	116	0.485	0.6216216216216216	0	68467at7147_8	9671499_9671633_-|9670762_9670926_-|9666536_9666736_-
50361at7147	Single	ptg000296l_1	5585554	5592446	+	1137	228	0.7426	1.0	0	50361at7147_1	5585555_5585670_+|5591756_5592446_+
57860at7147	Single	ptg000120l_1	2769238	2769952	-	1200	219	1.0	1.0	0	57860at7147_0	2769239_2769952_-
15355at7147	Single	ptg000106l_1	15872167	15889206	+	1960	504	0.569	0.985981308411215	0	15355at7147_3	15872168_15872265_+|15872351_15872504_+|15887226_15888312_+|15888644_15889206_+
65802at7147	Single	ptg000032l_1	8949238	8949872	-	465	143	0.5741	0.9818181818181818	0	65802at7147_1	8949630_8949872_-|8949462_8949563_-|8949239_8949376_-
47126at7147	Duplicated	ptg000325l_1	3256429	3290406	-	1409	243	0.7681	0.9043715846994536	0	47126at7147_9	3290357_3290406_-|3274110_3274180_-|3272892_3273025_-|3265701_3266361_-|3256430_3256509_-
47126at7147	Duplicated	ptg000046l_1	424333	439732	-	1377	243	0.7955	0.8415300546448088	0	47126at7147_9	439672_439732_-|438466_438599_-|432310_432970_-|424334_424401_-
4538at7147	Single	ptg000329l_1	7045529	7079702	+	4267	1141	0.5495	0.9821996185632549	0	4538at7147_4	7045530_7045848_+|7059648_7060404_+|7060534_7061520_+|7061577_7062358_+|7068826_7070106_+|7070171_7070372_+|7070438_7070571_+|7079464_7079702_+
36434at7147	Single	ptg000201l_1	1876182	1877580	-	1514	346	0.7172	0.9823232323232324	0	36434at7147_1	1877467_1877580_-|1876506_1877408_-|1876183_1876326_-
27701at7147	Single	ptg000329l_1	2769918	2783060	+	1658	356	0.7051	0.9387308533916849	0	27701at7147_6	2769919_2770093_+|2781885_2782080_+|2782148_2783060_+
46949at7147	Single	ptg000233l_1	4392712	4394108	-	2244	299	0.9661	1.0	0	46949at7147_0	4394046_4394108_-|4392713_4393978_-
52940at7147	Single	ptg000140l_1	8948418	8952153	-	986	217	0.7586	0.8686868686868687	0	52940at7147_1	8952124_8952153_-|8951716_8952042_-|8948685_8948908_-|8948419_8948617_-
43898at7147	Duplicated	ptg000274l_1	981628	982694	+	1209	228	0.7492	1.0	0	43898at7147_1	981629_981649_+|981804_982694_+
43898at7147	Duplicated	ptg000128l_1	267816	268880	-	1199	228	0.7459	1.0	0	43898at7147_1	268860_268880_-|267817_268707_-
55389at7147	Single	ptg000079l_1	5721707	5722533	+	843	204	0.6609	1.0	0	55389at7147_2	5721708_5721787_+|5721924_5722533_+
16706at7147	Duplicated	ptg000015l_1	14127752	14162408	-	2371	708	0.3358	1.0	0	16706at7147_7	14162232_14162408_-|14151914_14152075_-|14151681_14151869_-|14150449_14151615_-|14138477_14138788_-|14138069_14138412_-|14137461_14137979_-|14136480_14137380_-|14135310_14136200_-|14134744_14135214_-|14127753_14128387_-
16706at7147	Duplicated	ptg000040l_1	6496258	6524549	+	2376	707	0.3349	1.0	0	16706at7147_7	6496259_6496435_+|6504957_6505118_+|6505163_6505351_+|6505417_6506587_+|6515071_6515382_+|6515447_6515790_+|6515880_6516398_+|6516479_6517379_+|6517659_6518549_+|6518644_6519111_+|6523915_6524549_+
11193at7147	Single	ptg000043l_1	1530888	1547729	+	2274	576	0.6029	0.910360884749709	0	11193at7147_9	1530889_1531355_+|1531449_1532530_+|1532590_1532817_+|1534956_1535071_+|1547214_1547309_+|1547373_1547729_+
18551at7147	Single	ptg000563l_1	138791	140475	+	1983	470	0.7182	0.8827361563517915	0	18551at7147_8	138792_140156_+|140215_140475_+
12403at7147	Duplicated	ptg000436l_1	1175980	1203923	+	1891	341	0.5456	0.7980022197558269	0	12403at7147_8	1175981_1176129_+|1176211_1176354_+|1176429_1176545_+|1176744_1177059_+|1185502_1185642_+|1202028_1202336_+|1202559_1203427_+|1203731_1203923_+
12403at7147	Duplicated	ptg000197l_1	3684376	3716127	+	1886	341	0.5443	0.7980022197558269	0	12403at7147_8	3684377_3684525_+|3684618_3684761_+|3684826_3684942_+|3685145_3685460_+|3696150_3696290_+|3714232_3714540_+|3714763_3715631_+|3715935_3716127_+
18642at7147	Single	ptg000137l_1	10057988	10066981	+	1819	504	0.5502	0.5782312925170068	0	18642at7147_9	10057989_10058090_+|10058161_10058355_+|10058420_10058805_+|10062199_10062424_+|10062489_10062676_+|10066040_10066332_+|10066602_10066981_+
30447at7147	Single	ptg000082l_1	3128555	3130706	-	934	287	0.5364	0.7704918032786885	0	30447at7147_3	3129866_3130706_-|3128556_3128689_-
2987at7147	Single	ptg000185l_1	1648829	1684936	-	4461	1251	0.5292	0.9981873111782478	0	2987at7147_5	1684817_1684936_-|1683457_1684372_-|1682971_1683197_-|1681587_1682399_-|1672630_1673385_-|1667705_1668480_-|1667476_1667648_-|1667092_1667258_-|1650914_1651315_-|1650338_1650728_-|1648830_1649194_-
48840at7147	Duplicated	ptg000070l_1	852190	853856	-	1065	258	0.6959	0.9242902208201893	0	48840at7147_3	853826_853856_-|853542_853710_-|853338_853479_-|852464_852792_-|852191_852407_-
48840at7147	Duplicated	ptg000052l_1	354402	360212	+	1063	258	0.6959	0.9242902208201893	0	48840at7147_3	354403_354433_+|354554_354722_+|354785_354926_+|359611_359939_+|359996_360212_+
57380at7147	Single	ptg000197l_1	437383	438333	+	874	205	0.7175	0.9061224489795918	0	57380at7147_8	437384_437838_+|438049_438214_+|438286_438333_+
33430at7147	Single	ptg000102l_1	2892791	2894359	+	847	240	0.5582	0.8016528925619835	0	33430at7147_5	2892792_2892825_+|2893518_2894359_+
57159at7147	Single	ptg000105l_1	1908560	1928541	+	801	250	0.4667	0.8836633663366337	0	57159at7147_2	1908561_1908693_+|1927553_1927668_+|1927726_1928541_+
41248at7147	Single	ptg000154l_1	1195872	1196971	+	1188	245	0.7455	0.3670745272525028	0	41248at7147_1	1195873_1196183_+|1196271_1196476_+|1196547_1196971_+
64824at7147	Single	ptg000201l_1	1874415	1876033	+	855	194	0.7703	1.0	0	64824at7147_0	1874416_1874488_+|1874585_1874676_+|1875575_1876033_+
8997at7147	Single	ptg000061l_1	6197016	6243967	-	3145	1041	0.5138	0.9848046309696092	0	8997at7147_1	6243809_6243967_-|6227450_6228222_-|6213317_6214303_-|6212872_6213181_-|6212335_6212809_-|6208447_6208976_-|6207369_6207927_-|6197791_6197883_-|6197017_6197380_-
33288at7147	Single	ptg000112l_1	982626	1013346	-	1261	359	0.3954	1.0	0	33288at7147_8	1013224_1013346_-|1007289_1008269_-|1006771_1007229_-|982892_983285_-|982627_982709_-
28676at7147	Single	ptg000137l_1	15061168	15062662	+	1887	438	0.7529	0.982791586998088	0	28676at7147_0	15061169_15062662_+
44342at7147	Single	ptg000202l_1	411153	458750	-	974	212	0.6772	0.9584905660377359	0	44342at7147_1	458609_458750_-|426694_426827_-|426216_426342_-|411545_411685_-|411379_411480_-|411154_411251_-
15479at7147	Single	ptg000074l_1	6924995	6928707	+	2289	713	0.4731	0.9862579281183932	0	15479at7147_3	6924996_6925121_+|6925179_6927459_+|6928298_6928707_+
24934at7147	Single	ptg000026l_1	3808998	3823807	-	2545	599	0.6186	0.9974842767295597	0	24934at7147_4	3823685_3823807_-|3822655_3823601_-|3822173_3822564_-|3809169_3809955_-|3808999_3809104_-
11012at7147	Single	ptg000400l_1	134789	143286	-	3917	850	0.7311	1.0	0	11012at7147_3	143084_143286_-|141919_143020_-|138350_138871_-|137745_138258_-|136868_137423_-|136671_136805_-|134790_134811_-
7661at7147	Single	ptg000136l_1	2131338	2212543	-	2334	736	0.4521	0.9821428571428571	0	7661at7147_0	2212256_2212543_-|2195595_2195918_-|2177373_2177805_-|2176924_2177250_-|2169035_2170211_-|2155927_2156340_-|2131573_2131636_-|2131339_2131473_-
72609at7147	Single	ptg000296l_1	5530491	5542502	+	424	104	0.5882	0.9714285714285714	0	72609at7147_7	5530492_5530664_+|5542268_5542502_+
8176at7147	Single	ptg000015l_1	6332595	6350073	+	6608	1044	0.9961	1.0	0	8176at7147_1	6332596_6332663_+|6332752_6334796_+|6334865_6335647_+|6349130_6350073_+
24524at7147	Single	ptg000194l_1	25006395	25007658	+	1358	350	0.6066	0.9195402298850575	0	24524at7147_7	25006396_25007658_+
45349at7147	Single	ptg000003l_1	641715	677995	-	685	211	0.4946	0.9018181818181819	0	45349at7147_0	677841_677995_-|641716_642385_-
51667at7147	Duplicated	ptg000133l_1	2127825	2128691	-	936	191	0.7102	1.0	0	51667at7147_0	2128631_2128691_-|2128304_2128556_-|2127826_2128246_-
51667at7147	Duplicated	ptg000374l_1	2838470	2839337	-	930	190	0.7102	1.0	0	51667at7147_0	2839277_2839337_-|2838949_2839201_-|2838471_2838891_-
68993at7147	Single	ptg000065l_1	10061984	10062592	-	313	95	0.4632	0.9855072463768116	0	68993at7147_3	10062534_10062592_-|10062219_10062364_-|10061985_10062160_-
24937at7147	Single	ptg000010l_1	2220909	2228970	+	2009	368	0.4694	0.9502145922746781	0	24937at7147_0	2220910_2220944_+|2221092_2221182_+|2225592_2227352_+|2227592_2228299_+|2228716_2228970_+
17523at7147	Single	ptg000067l_1	1027424	1162300	+	3713	675	0.6493	0.9964317573595004	0	17523at7147_7	1027425_1027674_+|1105337_1105549_+|1133779_1134660_+|1134718_1135882_+|1138844_1139119_+|1162009_1162300_+
16426at7147	Single	ptg000004l_1	2830873	2863153	+	2018	411	0.6632	0.6412037037037037	0	16426at7147_6	2830874_2831209_+|2832654_2832766_+|2832845_2833712_+|2862674_2862882_+|2862979_2863153_+
51433at7147	Single	ptg000390l_1	3723489	3724116	-	672	181	0.5945	0.8821138211382114	0	51433at7147_7	3723490_3724116_-
43663at7147	Single	ptg000379l_1	1603800	1623775	-	1308	332	0.6529	0.9702233250620348	0	43663at7147_4	1623698_1623775_-|1620900_1621460_-|1615223_1615258_-|1614795_1614985_-|1603971_1604145_-|1603801_1603908_-
9848at7147	Single	ptg000002l_1	9355102	9407862	-	3490	648	0.7911	1.0	0	9848at7147_1	9407803_9407862_-|9368504_9368626_-|9368159_9368442_-|9367924_9368099_-|9364192_9364356_-|9363987_9364132_-|9356670_9356832_-|9356400_9356608_-|9356089_9356333_-|9355103_9356030_-
69478at7147	Duplicated	ptg000040l_1	6482942	6483416	+	632	138	0.7468	1.0	0	69478at7147_6	6482943_6483416_+
69478at7147	Duplicated	ptg000015l_1	14180202	14180676	-	631	138	0.7468	1.0	0	69478at7147_6	14180203_14180676_-
25939at7147	Single	ptg000349l_1	2013323	2029058	+	1854	340	0.811	1.0	0	25939at7147_3	2013324_2013367_+|2013547_2013727_+|2027838_2028606_+|2028676_2028758_+|2028820_2028903_+|2028966_2029058_+
27055at7147	Single	ptg000262l_1	3966612	4022175	-	1296	350	0.5534	0.9621848739495799	0	27055at7147_5	4021975_4022175_-|4007361_4007506_-|3968934_3969096_-|3967492_3967646_-|3967204_3967403_-|3966613_3967124_-
26132at7147	Single	ptg000186l_1	5811885	5814444	+	1250	539	0.3445	0.9964871194379391	0	26132at7147_2	5811886_5814444_+
33776at7147	Duplicated	ptg000036l_1	118843	120732	+	1157	357	0.5273	0.9586056644880174	0	33776at7147_9	118844_119849_+|120449_120732_+
33776at7147	Duplicated	ptg000410l_1	4211467	4212819	+	1156	357	0.525	0.9586056644880174	0	33776at7147_9	4211468_4212473_+|4212536_4212819_+
37112at7147	Single	ptg000409l_1	932848	942900	+	971	251	0.4595	0.8832684824902723	0	37112at7147_2	932849_933082_+|933322_933587_+|941709_942623_+|942777_942900_+
36989at7147	Single	ptg000148l_1	10972646	10973701	+	829	281	0.5	0.8587570621468926	0	36989at7147_6	10972647_10972900_+|10972963_10973701_+
8101at7147	Single	ptg000003l_1	533769	552579	+	1484	541	0.2987	0.8460526315789474	0	8101at7147_7	533770_535502_+|539620_539800_+|550783_551745_+|551808_552287_+|552349_552579_+
839at7147	Single	ptg000056l_1	6967990	6984121	+	3511	1371	0.4092	0.8129904097646034	0	839at7147_7	6967991_6968308_+|6978637_6979083_+|6979153_6979406_+|6979466_6983722_+|6983782_6984121_+
15824at7147	Single	ptg000230l_1	5361303	5396885	+	1497	457	0.4518	1.0	0	15824at7147_4	5361304_5361342_+|5379555_5379623_+|5379691_5379802_+|5379929_5379988_+|5380269_5380495_+|5380551_5380654_+|5380720_5381021_+|5391057_5391137_+|5391204_5391349_+|5391409_5391563_+|5391628_5391764_+|5391833_5392308_+|5396808_5396885_+
698at7147	Single	ptg000070l_1	4553690	4590166	-	11953	2296	0.8837	0.997779422649889	0	698at7147_4	4589355_4590166_-|4588788_4589291_-|4581378_4581469_-|4580664_4580752_-|4579362_4580025_-|4574506_4578540_-|4574248_4574438_-|4555629_4556273_-|4553691_4554722_-
41382at7147	Duplicated	ptg000230l_1	7064627	7100119	+	1976	323	0.6502	1.0	0	41382at7147_4	7064628_7064701_+|7064981_7065098_+|7066046_7066224_+|7085385_7085711_+|7086047_7086306_+|7086368_7086581_+|7086956_7087336_+|7099367_7099513_+|7099906_7100119_+
41382at7147	Duplicated	ptg000189l_1	279326	309154	+	1964	323	0.6496	1.0	0	41382at7147_4	279327_279400_+|279680_279797_+|280743_280921_+|295187_295513_+|295845_296104_+|296166_296379_+|296756_296954_+|299746_299888_+|306850_306996_+|308941_309154_+
45916at7147	Single	ptg000194l_1	15460549	15560019	-	939	282	0.5486	0.8221649484536082	0	45916at7147_5	15559729_15560019_-|15493227_15493380_-|15491531_15491889_-|15460550_15460699_-
32719at7147	Single	ptg000329l_1	3719419	3721029	-	1798	346	0.7543	1.0	0	32719at7147_4	3720997_3721029_-|3720798_3720926_-|3720023_3720722_-|3719420_3719904_-
21063at7147	Single	ptg000106l_1	11947680	11949583	+	1938	519	0.6156	0.9281045751633987	0	21063at7147_6	11947681_11947773_+|11947850_11948048_+|11948118_11949583_+
10162at7147	Single	ptg000508l_1	1318706	1351556	+	1622	385	0.5252	0.9802431610942249	0	10162at7147_6	1318707_1318834_+|1345329_1346056_+|1350379_1350597_+|1350727_1351556_+
9608at7147	Single	ptg000189l_1	3469982	3472859	+	3089	738	0.6288	0.98659793814433	0	9608at7147_8	3469983_3472739_+|3472812_3472859_+
36356at7147	Single	ptg000075l_1	811882	846047	-	1213	339	0.6097	0.9486552567237164	0	36356at7147_5	845945_846047_-|818522_818729_-|818236_818426_-|817995_818156_-|812806_813102_-|812051_812160_-|811883_811978_-
2831at7147	Single	ptg000081l_1	75162	98316	-	6757	2069	0.6562	1.0	0	2831at7147_0	97231_98316_-|96988_97168_-|91330_92575_-|90647_91169_-|87886_88890_-|87506_87828_-|79415_79738_-|79134_79323_-|78810_79066_-|77119_77212_-|76616_77056_-|76421_76550_-|76275_76352_-|75163_75392_-
9705at7147	Single	ptg000167l_1	4487020	4489808	+	1272	695	0.3537	0.9511111111111111	0	9705at7147_7	4487021_4487167_+|4487226_4487838_+|4487919_4489359_+|4489508_4489808_+
29281at7147	Single	ptg000020l_1	4651594	4653422	+	1155	330	0.5293	0.9123595505617977	0	29281at7147_5	4651595_4651994_+|4652593_4653422_+
35474at7147	Single	ptg000500l_1	417258	472082	-	1424	283	0.789	1.0	0	35474at7147_0	472035_472082_-|417259_418233_-
22280at7147	Duplicated	ptg000133l_1	3558016	3596981	+	2332	471	0.7158	0.9581464872944694	0	22280at7147_5	3558017_3558194_+|3558284_3558410_+|3558481_3558564_+|3558649_3558776_+|3571654_3571794_+|3571884_3572110_+|3573313_3573563_+|3595394_3595659_+|3595716_3596125_+|3596907_3596981_+
22280at7147	Duplicated	ptg000374l_1	4438869	4503094	+	2324	471	0.6904	0.9581464872944694	0	22280at7147_5	4438870_4439047_+|4439132_4439258_+|4439331_4439414_+|4439505_4439632_+|4466469_4466865_+|4476365_4476549_+|4481956_4482085_+|4501562_4501827_+|4501884_4502293_+|4503020_4503094_+
63174at7147	Single	ptg000136l_1	2968678	2976365	-	376	118	0.4675	0.7387387387387387	0	63174at7147_1	2976229_2976365_-|2975949_2976175_-|2968679_2968770_-
60267at7147	Single	ptg000068l_1	4638919	4639701	+	879	183	0.7864	1.0	0	60267at7147_0	4638920_4638999_+|4639122_4639701_+
34129at7147	Single	ptg000329l_1	3213655	3238270	-	1960	503	0.5653	1.0	0	34129at7147_0	3238050_3238270_-|3237674_3237959_-|3221769_3222013_-|3221523_3221704_-|3221055_3221356_-|3220622_3220988_-|3213656_3214125_-
35757at7147	Single	ptg000049l_1	4614746	4627711	-	1530	345	0.7261	1.0	0	35757at7147_2	4627259_4627711_-|4615249_4615554_-|4614747_4615181_-
34460at7147	Single	ptg000350l_1	281209	297723	+	1708	277	0.8123	1.0	0	34460at7147_5	281210_281491_+|284848_284940_+|286089_286197_+|293365_293487_+|293558_293994_+|297559_297723_+
29417at7147	Single	ptg000207l_1	1636261	1637592	-	1114	275	0.5838	0.9315789473684211	0	29417at7147_9	1637452_1637592_-|1637190_1637381_-|1636999_1637116_-|1636719_1636930_-|1636262_1636660_-
71204at7147	Single	ptg000182l_1	4363349	4364168	+	352	137	0.3491	0.9538461538461539	0	71204at7147_4	4363350_4364168_+
7966at7147	Single	ptg000203l_1	12323634	12358058	-	2790	629	0.7493	1.0	0	7966at7147_3	12357891_12358058_-|12345122_12345403_-|12343680_12343885_-|12325331_12325454_-|12325122_12325263_-|12324516_12325054_-|12324323_12324455_-|12323635_12324266_-
44328at7147	Duplicated	ptg000056l_1	3022923	3024075	-	1185	271	0.6243	1.0	0	44328at7147_4	3023061_3024075_-|3022924_3022994_-
44328at7147	Duplicated	ptg000020l_1	361762	362881	+	1180	271	0.6359	0.9638888888888889	0	44328at7147_4	361763_362744_+|362811_362881_+
19518at7147	Single	ptg000305l_1	6614080	6615629	-	1443	323	0.6834	1.0	0	19518at7147_5	6615262_6615629_-|6614081_6615002_-
72174at7147	Single	ptg000032l_1	1819279	1828335	+	453	103	0.5902	0.7770700636942676	0	72174at7147_3	1819280_1819567_+|1828258_1828335_+
42486at7147	Single	ptg000412l_1	571631	593818	+	688	122	0.4466	0.8154205607476636	0	42486at7147_7	571632_571797_+|592828_593036_+|593195_593818_+
55696at7147	Duplicated	ptg000181l_1	282830	323210	-	1149	336	0.488	0.973384030418251	0	55696at7147_5	323017_323210_-|308937_309604_-|308618_308740_-|294519_294918_-|282831_282991_-
55696at7147	Duplicated	ptg000407l_1	1141375	1188587	+	1155	336	0.4787	0.973384030418251	0	55696at7147_5	1141376_1141569_+|1150751_1151418_+|1152555_1152677_+|1174855_1175241_+|1188427_1188587_+
59338at7147	Single	ptg000318l_1	801929	802719	+	602	172	0.5299	0.9494163424124513	0	59338at7147_2	801930_802236_+|802301_802719_+
64113at7147	Single	ptg000082l_1	3127847	3128362	+	570	126	0.7067	0.9615384615384616	0	64113at7147_8	3127848_3127962_+|3128028_3128362_+
4396at7147	Single	ptg000014l_1	8090179	8176125	-	2606	535	0.5523	0.9842105263157894	0	4396at7147_0	8176001_8176125_-|8142364_8142496_-|8129394_8129582_-|8129182_8129316_-|8128979_8129113_-|8109652_8111451_-|8109094_8109363_-|8090180_8090227_-
8414at7147	Single	ptg000005l_1	8064401	8082845	+	3489	604	0.8698	1.0	0	8414at7147_1	8064402_8065997_+|8066508_8066672_+|8066891_8067163_+|8072635_8072728_+|8082583_8082845_+
57194at7147	Duplicated	ptg000166l_1	1632374	1658852	+	825	174	0.7889	1.0	0	57194at7147_0	1632375_1632499_+|1658381_1658852_+
57194at7147	Duplicated	ptg000361l_1	1749163	1764407	-	825	174	0.7889	1.0	0	57194at7147_0	1764283_1764407_-|1749164_1749635_-
4076at7147	Fragmented	ptg000158l_1	7205219	7225073	+	3994	769	0.554	1.0	0	4076at7147_0	7205220_7205303_+|7215654_7215729_+|7215788_7216125_+|7216189_7220124_+|7224721_7224792_+|7224860_7224982_+|7225050_7225073_+
26504at7147	Duplicated	ptg000473l_1	88343	98039	+	955	237	0.4204	0.8902654867256637	0	26504at7147_9	88344_88984_+|96897_97063_+|97131_97328_+|97609_98039_+
26504at7147	Duplicated	ptg000126l_1	537805	555858	-	968	237	0.4071	0.8973451327433628	0	26504at7147_9	555247_555858_-|538831_539080_-|538562_538759_-|537806_538281_-
33597at7147	Single	ptg000431l_1	5365353	5396861	-	1850	310	0.9698	1.0	0	33597at7147_4	5396679_5396861_-|5385949_5386254_-|5385620_5385880_-|5366986_5367117_-|5365354_5365563_-
29644at7147	Single	ptg000069l_1	2971785	3023554	+	1076	335	0.4562	0.9909502262443439	0	29644at7147_6	2971786_2971954_+|3001810_3002499_+|3010237_3010314_+|3022689_3022826_+|3023241_3023337_+|3023404_3023554_+
516at7147	Single	ptg000356l_1	2325243	2361223	-	10461	2322	0.5564	0.9939600840336135	0	516at7147_3	2361181_2361223_-|2346326_2347977_-|2345910_2346106_-|2343306_2343953_-|2342987_2343107_-|2340888_2342925_-|2338523_2340123_-|2337650_2338429_-|2337142_2337593_-|2336626_2336740_-|2336440_2336563_-|2331182_2331369_-|2330853_2331123_-|2329934_2330608_-|2327929_2329068_-|2327656_2327870_-|2327465_2327588_-|2325244_2326383_-
4661at7147	Single	ptg000187l_1	1425032	1522307	-	2909	587	0.4342	0.9704530531845043	0	4661at7147_5	1522171_1522307_-|1521964_1522100_-|1521034_1521626_-|1470268_1470599_-|1452712_1453072_-|1449475_1449682_-|1447747_1449413_-|1447534_1447681_-|1441217_1441431_-|1440242_1440425_-|1425033_1425390_-
56168at7147	Single	ptg000158l_1	9634116	9634834	+	858	200	0.7339	0.9519650655021834	0	56168at7147_2	9634117_9634302_+|9634367_9634834_+
58072at7147	Single	ptg000001l_1	7017103	7024398	+	643	153	0.6286	0.9562841530054644	0	58072at7147_3	7017104_7017223_+|7023551_7023639_+|7024022_7024134_+|7024196_7024398_+
41927at7147	Single	ptg000267l_1	5631139	5632035	+	762	212	0.5376	0.8307692307692308	0	41927at7147_8	5631140_5631843_+|5631903_5632035_+
29795at7147	Duplicated	ptg000056l_1	1027383	1044549	+	1468	350	0.734	0.9842931937172775	0	29795at7147_7	1027384_1027475_+|1027546_1027659_+|1027719_1028003_+|1028179_1028332_+|1043997_1044088_+|1044159_1044549_+
29795at7147	Duplicated	ptg000020l_1	2682766	2703482	-	1440	350	0.7013	0.9842931937172775	0	29795at7147_7	2703220_2703482_-|2702876_2703160_-|2702547_2702700_-|2683495_2683586_-|2682767_2683157_-
57938at7147	Single	ptg000412l_1	1659010	1705392	+	638	142	0.6077	1.0	0	57938at7147_3	1659011_1659164_+|1694398_1694541_+|1705076_1705392_+
19401at7147	Duplicated	ptg000203l_1	517204	565497	-	2237	435	0.7255	0.8174962292609351	0	19401at7147_3	565245_565497_-|517205_518598_-
19401at7147	Duplicated	ptg000168l_1	755743	803021	+	2234	435	0.7276	0.8129713423831071	0	19401at7147_3	755744_755996_+|801637_803021_+
27548at7147	Single	ptg000267l_1	6292384	6293821	+	1916	424	0.7801	0.9620758483033932	0	27548at7147_7	6292385_6293821_+
16207at7147	Single	ptg000005l_1	7649470	7651615	+	1891	469	0.5248	0.9853438556933484	0	16207at7147_5	7649471_7651615_+
60059at7147	Single	ptg000117l_1	5086086	5087213	+	810	215	0.4691	1.0	0	60059at7147_8	5086087_5086459_+|5086522_5087213_+
39090at7147	Single	ptg000262l_1	226391	234010	-	1200	264	0.6873	1.0	0	39090at7147_0	233704_234010_-|233280_233518_-|226392_226847_-
44288at7147	Single	ptg000106l_1	11441672	11498652	+	867	245	0.572	0.7832369942196532	0	44288at7147_7	11441673_11442079_+|11498180_11498309_+|11498377_11498652_+
48966at7147	Single	ptg000362l_1	4656798	4719663	-	1176	212	0.9141	1.0	0	48966at7147_1	4719600_4719663_-|4666850_4667004_-|4666437_4666751_-|4666170_4666344_-|4656799_4656857_-
3442at7147	Single	ptg000109l_1	2005936	2011403	-	4445	988	0.6895	0.9991452991452991	0	3442at7147_0	2008571_2011403_-|2006421_2006969_-|2005937_2006142_-
23343at7147	Single	ptg000262l_1	6525018	6535337	-	1827	359	0.746	0.9756637168141593	0	23343at7147_1	6535028_6535337_-|6534327_6534949_-|6525019_6525402_-
6178at7147	Single	ptg000576l_1	244956	829049	-	4789	823	0.8055	1.0	0	6178at7147_8	828801_829049_-|798137_798238_-|772129_772293_-|709823_709897_-|709699_709767_-|667070_667153_-|636185_636472_-|635979_636116_-|618748_619098_-|617725_618086_-|521328_521511_-|434218_434307_-|416561_416748_-|303053_303254_-|255343_255506_-|254781_255091_-|254379_254698_-|254196_254312_-|244957_245040_-
56931at7147	Single	ptg000158l_1	9936239	9959711	-	989	234	0.5327	0.9926289926289926	0	56931at7147_1	9959664_9959711_-|9940433_9940809_-|9940312_9940364_-|9939608_9940167_-|9936442_9936622_-|9936240_9936292_-
66133at7147	Single	ptg000052l_1	11706999	11707678	-	704	142	0.7746	1.0	0	66133at7147_0	11707519_11707678_-|11707184_11707447_-|11707000_11707094_-
